Lcore 0,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
5620548,5620548,0,,5620548,5620548,0,1000457544,1079141760,1148,0,0,0,
5620512,5620512,0,,5620512,5620512,0,1000451136,1079140224,1156,0,0,0,
5620508,5620508,0,,5620508,5620508,0,1000450424,1079136384,1174,0,0,0,
5620514,5620514,0,,5620514,5620514,0,1000451492,1079140992,1154,0,0,0,
5620564,5620564,0,,5620564,5620564,0,1000460392,1079148288,1114,0,0,0,
5620478,5620478,0,,5620478,5620478,0,1000445084,1079131008,1204,0,0,0,
5620535,5620535,0,,5620535,5620535,0,1000455230,1079141760,1148,0,0,0,
5620476,5620476,0,,5620476,5620476,0,1000444728,1079130048,1136,0,0,0,
5620508,5620508,0,,5620508,5620508,0,1000450424,1079137536,1172,0,0,0,
5620574,5620574,0,,5620574,5620574,0,1000462172,1079153472,1128,0,0,0,
5620579,5620579,0,,5620579,5620579,0,1000463062,1079147904,1116,0,0,0,
5620575,5620575,0,,5620575,5620575,0,1000462350,1079152512,1092,0,0,0,
5620559,5620559,0,,5620559,5620559,0,1000459502,1079145216,1130,0,0,0,
5620548,5620548,0,,5620548,5620548,0,1000457544,1079145216,1130,0,0,0,
5620613,5620613,0,,5620613,5620613,0,1000469114,1079157696,1034,0,0,0,
5620601,5620601,0,,5620601,5620601,0,1000466978,1079156352,1103,0,0,0,
5620536,5620536,0,,5620536,5620536,0,1000455408,1079143104,1141,0,0,0,
5620562,5620562,0,,5620562,5620562,0,1000460036,1079147904,1076,0,0,0,
5620509,5620509,0,,5620509,5620509,0,1000450602,1079137536,1175,0,0,0,
5620551,5620551,0,,5620551,5620551,0,1000458078,1079144832,1137,0,0,0,
5620584,5620584,0,,5620584,5620584,0,1000463952,1079155200,1078,0,0,0,
5620790,5620790,0,,5620790,5620790,0,1000500620,1079189376,900,0,0,0,
5620534,5620534,0,,5620534,5620534,0,1000455052,1079144832,1132,0,0,0,
5620510,5620510,0,,5620510,5620510,0,1000450780,1079143296,1140,0,0,0,
5620554,5620554,0,,5620554,5620554,0,1000458612,1079137920,1168,0,0,0,
5620562,5620562,0,,5620562,5620562,0,1000460036,1079150592,1098,0,0,0,
5620652,5620652,0,,5620652,5620652,0,1000476056,1079165952,1026,0,0,0,
5620468,5620468,0,,5620468,5620468,0,1000443304,1079127168,1194,0,0,0,
5620735,5620735,0,,5620735,5620735,0,1000490830,1079182464,936,0,0,0,
5620515,5620515,0,,5620515,5620515,0,1000451670,1079136768,1174,0,0,0,
5620739,5620739,0,,5620739,5620739,0,1000491542,1079185152,922,0,0,0,
5620551,5620551,0,,5620551,5620551,0,1000458078,1079142528,1144,0,0,0,
5620740,5620740,0,,5620740,5620740,0,1000491720,1079182848,932,0,0,0,
5620530,5620530,0,,5620530,5620530,0,1000454340,1079140992,1154,0,0,0,
5620744,5620744,0,,5620744,5620744,0,1000492432,1079185920,918,0,0,0,
5620525,5620525,0,,5620525,5620525,0,1000453450,1079137728,1169,0,0,0,
5620940,5620940,0,,5620940,5620940,0,1000527320,1079220480,738,0,0,0,
5620459,5620459,0,,5620459,5620459,0,1000441702,1079131200,1173,0,0,0,
5620466,5620466,0,,5620466,5620466,0,1000442948,1079126400,1194,0,0,0,
5620472,5620472,0,,5620472,5620472,0,1000444016,1079130624,1188,0,0,0,
5620533,5620533,0,,5620533,5620533,0,1000454874,1079145408,1181,0,0,0,
5620557,5620557,0,,5620557,5620557,0,1000459146,1079143872,1097,0,0,0,
5620566,5620566,0,,5620566,5620566,0,1000460748,1079148672,1114,0,0,0,
5620528,5620528,0,,5620528,5620528,0,1000453984,1079141376,1155,0,0,0,
5620578,5620578,0,,5620578,5620578,0,1000462884,1079150976,1133,0,0,0,
5620589,5620589,0,,5620589,5620589,0,1000464842,1079153088,1066,0,0,0,
5620493,5620493,0,,5620493,5620493,0,1000447754,1079135616,1130,0,0,0,
5620536,5620536,0,,5620536,5620536,0,1000455302,1079151062,1140,0,0,0,
5620538,5620538,0,,5620538,5620538,0,1000455764,1079136768,1143,0,0,0,
5620526,5620526,0,,5620526,5620526,0,1000453522,1079138198,1162,0,0,0,
5620740,5620740,0,,5620740,5620740,0,1000491720,1079183232,971,0,0,0,
5620543,5620543,0,,5620543,5620543,0,1000456548,1079146070,1126,0,0,0,
5620537,5620537,0,,5620537,5620537,0,1000455586,1079140032,1137,0,0,0,
5620586,5620586,0,,5620586,5620586,0,1000464308,1079152512,1112,0,0,0,
5620566,5620566,0,,5620566,5620566,0,1000460748,1079151744,1096,0,0,0,
5620522,5620522,0,,5620522,5620522,0,1000452916,1079137152,1172,0,0,0,
2870934,2870934,0,,2870934,2870934,0,511026252,551219328,1138,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1,1,0,,1,1,0,72,86,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
