Lcore 0,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
5608093,5608093,0,,5608093,5608093,0,1076753856,1076749248,13674,0,0,0,
5607838,5607838,0,,5607838,5607838,0,1076704896,1076714496,13839,0,0,0,
5608346,5608346,0,,5608346,5608346,0,1076802432,1076794368,13332,0,0,0,
5607820,5607820,0,,5607820,5607820,0,1076701440,1076699904,13830,0,0,0,
5605560,5605560,0,,5605560,5605560,0,1076267520,1076273472,16178,0,0,0,
5607544,5607544,0,,5607544,5607544,0,1076648448,1076648640,14102,0,0,0,
5607092,5607092,0,,5607092,5607092,0,1076561664,1076559360,14914,0,0,0,
5609428,5609428,0,,5609428,5609428,0,1077010176,1077007872,12390,0,0,0,
5609284,5609284,0,,5609284,5609284,0,1076982528,1076980992,12402,0,0,0,
5607547,5607547,0,,5607547,5607547,0,1076649024,1076649024,13657,0,0,0,
5607965,5607965,0,,5607965,5607965,0,1076729280,1076729280,13653,0,0,0,
5608128,5608128,0,,5608128,5608128,0,1076760576,1076760576,13610,0,0,0,
5608823,5608823,0,,5608823,5608823,0,1076894016,1076894016,12791,0,0,0,
5608977,5608977,0,,5608977,5608977,0,1076923584,1076923584,12731,0,0,0,
5608484,5608484,0,,5608484,5608484,0,1076828928,1076828928,13068,0,0,0,
5608992,5608992,0,,5608992,5608992,0,1076926464,1076932608,12814,0,0,0,
5609326,5609326,0,,5609326,5609326,0,1076990592,1076984448,12828,0,0,0,
5608750,5608750,0,,5608750,5608750,0,1076880000,1076880000,12928,0,0,0,
5609120,5609120,0,,5609120,5609120,0,1076951040,1076951424,12526,0,0,0,
5607135,5607135,0,,5607135,5607135,0,1076569920,1076569536,14072,0,0,0,
5607281,5607281,0,,5607281,5607281,0,1076597952,1076603904,14406,0,0,0,
5606740,5606740,0,,5606740,5606740,0,1076494080,1076488128,14894,0,0,0,
5608300,5608300,0,,5608300,5608300,0,1076793600,1076796672,13410,0,0,0,
5608080,5608080,0,,5608080,5608080,0,1076751360,1076748288,13598,0,0,0,
5607384,5607384,0,,5607384,5607384,0,1076617728,1076625408,14326,0,0,0,
5607884,5607884,0,,5607884,5607884,0,1076713728,1076709120,13762,0,0,0,
5609228,5609228,0,,5609228,5609228,0,1076971776,1076980032,12974,0,0,0,
5610796,5610796,0,,5610796,5610796,0,1077272832,1077261504,10866,0,0,0,
5608228,5608228,0,,5608228,5608228,0,1076779776,1076779776,12880,0,0,0,
5608972,5608972,0,,5608972,5608972,0,1076922624,1076925696,12770,0,0,0,
5608124,5608124,0,,5608124,5608124,0,1076759808,1076764224,13491,0,0,0,
5607612,5607612,0,,5607612,5607612,0,1076661504,1076654016,14065,0,0,0,
5608832,5608832,0,,5608832,5608832,0,1076895744,1076895744,12910,0,0,0,
5608808,5608808,0,,5608808,5608808,0,1076891136,1076892864,12838,0,0,0,
5608548,5608548,0,,5608548,5608548,0,1076841216,1076840256,13162,0,0,0,
5609800,5609800,0,,5609800,5609800,0,1077081600,1077080832,12230,0,0,0,
5609344,5609344,0,,5609344,5609344,0,1076994048,1077004800,12489,0,0,0,
5609155,5609155,0,,5609155,5609155,0,1076957760,1076953344,12555,0,0,0,
5607873,5607873,0,,5607873,5607873,0,1076711616,1076709120,13173,0,0,0,
5608292,5608292,0,,5608292,5608292,0,1076792064,1076788224,13453,0,0,0,
5607872,5607872,0,,5607872,5607872,0,1076711424,1076711424,13868,0,0,0,
5608752,5608752,0,,5608752,5608752,0,1076880384,1076883456,12956,0,0,0,
5609003,5609003,0,,5609003,5609003,0,1076928576,1076935488,12675,0,0,0,
5608094,5608094,0,,5608094,5608094,0,1076754048,1076744064,13581,0,0,0,
5606214,5606214,0,,5606214,5606214,0,1076393088,1076393088,15471,0,0,0,
5609549,5609549,0,,5609549,5609549,0,1077033408,1077033408,12473,0,0,0,
5610019,5610019,0,,5610019,5610019,0,1077123648,1077125376,11778,0,0,0,
5609098,5609098,0,,5609098,5609098,0,1076946816,1076945664,12586,0,0,0,
5607707,5607707,0,,5607707,5607707,0,1076679744,1076679168,13418,0,0,0,
5607596,5607596,0,,5607596,5607596,0,1076658432,1076658432,14132,0,0,0,
5608436,5608436,0,,5608436,5608436,0,1076819712,1076828160,13242,0,0,0,
5608862,5608862,0,,5608862,5608862,0,1076901504,1076893824,12723,0,0,0,
5608406,5608406,0,,5608406,5608406,0,1076813952,1076817024,13365,0,0,0,
5607972,5607972,0,,5607972,5607972,0,1076730624,1076726784,13678,0,0,0,
5607956,5607956,0,,5607956,5607956,0,1076727552,1076732928,13750,0,0,0,
5609072,5609072,0,,5609072,5609072,0,1076941824,1076938752,13034,0,0,0,
5609792,5609792,0,,5609792,5609792,0,1077080064,1077077760,11950,0,0,0,
1388456,1388456,0,,1388456,1388456,0,266583552,266583552,4364,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
